sample_id,lat,lon,split
138,40.2759626242194,-116.84723528603098,test
139,39.0458630913693,-118.43875280067837,train
140,40.96988113308025,-115.72821708064205,test
141,33.20267625945781,-115.07436314705461,train
142,33.247085563198546,-115.71912881531576,train
143,33.19720498467933,-118.08376390030767,train
144,35.0425734371196,-120.61707229494262,train
145,41.4535067191992,-116.95043749368521,train
146,39.92404667578011,-117.25056200106488,train
147,40.871624275415684,-121.17917057367612,train
148,41.20732332096601,-114.12298292009729,train
149,38.25370960800849,-114.46808163768496,train
150,38.7271076758957,-119.31416626828991,train
151,35.97966187930644,-117.37981603326635,test
152,37.80060587932607,-114.38824186431098,train
153,34.09825419134984,-114.44770262234971,test
154,33.00037043959904,-115.10130331799901,train
155,37.798666950872466,-114.33329750246652,train
156,39.06255355909653,-120.48467636810791,train
157,35.04418081930962,-119.60647989915,train
158,34.6651570138554,-117.56848623664874,train
159,40.44813036996604,-116.31910768919896,train
160,37.85815390774645,-116.50964247790088,train
161,36.11505912069986,-117.52838200412887,train
162,32.46315581129535,-116.03690356771808,train
163,35.97499011210317,-119.87262825134975,train
164,39.565268556110716,-117.35417173910349,train
165,35.994062351444924,-121.75786447244303,test
166,34.85841489979294,-120.30887141955972,train
167,39.14773849727514,-118.3106666001083,train
168,36.52799162128119,-114.88053939993767,train
169,38.07789053060691,-119.90932966587637,train
170,40.665028712259634,-120.98348507773615,test
171,41.7871207363856,-116.13162294796656,test
172,34.40269527214634,-116.32670670931395,train
173,33.31970697804814,-118.78189467339503,test
174,41.730730268283175,-122.75975890945662,train
175,32.45454250427326,-123.44225398790321,train
176,32.89906444644411,-122.9610879418373,train
177,40.26585220689604,-115.57534372608167,train
178,33.016201060627736,-116.32159327417695,test
179,40.753786792009166,-119.39528950865694,train
180,35.849761156028734,-120.89996610303913,train
181,34.84369693146481,-121.94428750346253,train
182,39.22219061362728,-114.5010908406378,test
183,33.398381382025235,-117.30194526392201,train
184,40.11190521605244,-116.36391784438678,test
185,33.00331510627496,-115.32558805243792,train
186,35.987310926380275,-120.32385448830804,test
187,34.74760319895228,-121.27230268476082,train
188,33.31130081993238,-122.20258513029123,train
189,41.3230432414438,-116.4433314598596,train
190,32.33022773112338,-123.65037553795446,train
191,34.16461628523171,-118.11725943729249,train
192,34.73724138968674,-122.06501782118708,train
193,33.515711212273104,-119.65233042948604,train
194,33.21059132164078,-117.84626184526907,train
195,39.566042759468836,-119.55266757526714,train
196,32.73892249821044,-119.43005660844894,train
197,32.34830156413512,-119.30418561306014,val
198,33.522292541987845,-122.75684759509382,train
199,41.187543533790254,-119.73639052148808,train
200,34.914735014907876,-114.36698887840971,train
201,37.09331095171045,-121.06402424236045,train
202,36.467765675769115,-115.6008431190524,train
203,32.34335102782644,-123.22956488408896,train
204,40.27951978722195,-115.95731437288663,train
205,37.39208606452276,-117.0723208166755,train
206,39.38715016529663,-120.24090489190547,train
207,37.09092722758762,-120.21629360031444,train
208,36.53044206424349,-119.77555033292838,train
209,40.766485805466175,-115.03315727927739,train
210,37.504073725113855,-119.35838360979385,train
211,34.34936778188793,-115.85284452436602,train
212,38.70860244130185,-120.38788463647434,test
213,32.52391014126726,-117.49119244813619,train
214,40.47686825652489,-122.232901997027,train
215,41.4056764579119,-121.88771122646476,test
216,35.55502584669302,-119.04439808149613,train
217,34.509814742001645,-115.36971786560555,train
218,41.108124269297164,-120.47923107410303,train
219,41.95244615244975,-119.04999232221468,train
220,40.06976734165654,-115.30133509024496,train
221,39.15073569564308,-114.99914973627423,train
222,32.48720578498283,-123.58052602007332,train
223,37.90792531378646,-122.15878215271496,val
224,35.240247355480626,-119.89143325863128,train
225,36.01489784334498,-116.52560056849434,val
226,38.17817997967653,-122.54443867147191,train
227,34.16557540118268,-119.17651943548324,train
228,40.68178425104972,-115.80915250183018,train
229,34.37699593497675,-120.17902280648325,test
230,40.107940469698924,-116.73327434475856,train
231,33.90296528874369,-115.66324546984144,test
232,32.107425554606316,-116.8474351677476,train
233,35.7202833244903,-114.45858357292454,train
234,34.15243573072739,-117.15291853900223,train
235,37.52990910563401,-120.86173412919776,train
236,36.98386820087289,-119.83799496685972,train
237,40.493867637269986,-121.03636292076017,test
238,40.1702834544005,-121.47645888206965,train
239,33.0659649125174,-122.12681546594895,train
240,33.93144703362027,-119.6271167578865,train
241,37.50017839655339,-117.99523327669498,train
242,38.4277057419836,-114.43525205524651,train
243,33.23630687882075,-118.18955669936092,train
244,39.06905835025355,-120.19996413952083,train
245,36.34780054169416,-119.67560166665604,train
246,32.711809935204954,-116.71519264405096,train
247,33.737284036061666,-117.06631628521797,train
248,38.64354036092959,-115.03240878936715,train
249,40.61695026212519,-118.50378495077237,train
250,38.46866138949018,-119.6358683074105,train
251,39.84249527632078,-114.35304230209118,train
252,35.122197516044864,-123.08935519782932,train
253,41.56005359431542,-119.37540776641482,train
254,36.70712723717908,-119.1481083896046,train
255,35.038284717834735,-115.98413963054664,train
256,39.34342096806732,-122.23621565751485,train
257,33.6923324556444,-118.6259431452653,train
258,40.35772641000996,-121.22605348663498,train
259,36.976353572801145,-119.23779577489577,train
260,33.52842171179668,-115.66621836552085,train
261,38.32010066831494,-114.92272477056336,train
262,41.219373420035254,-122.42968526193322,train
263,38.49115784973439,-114.65054164471853,train
264,39.820732325492315,-118.74008892941501,train
265,33.25875200686102,-119.03113613338871,test
266,35.009451539425086,-122.49577079845432,train
267,41.95551011403156,-115.1683282059483,train
268,41.003069968354,-116.74298105701713,train
269,32.414929057144455,-114.94821212013615,train
270,32.619011300409866,-115.88514739522333,train
271,35.883354887770864,-118.62765238732736,val
272,40.51690330643665,-114.40890662201069,train
273,41.131159538585436,-118.75195292417116,train
274,38.31237542421617,-118.54512394290317,train
275,35.258144664967574,-118.7779289253403,train
276,36.29317891744823,-117.58745254117127,train
277,39.21760635851155,-117.20495319796115,train
278,32.584535492841965,-122.93769540351855,train
279,36.52429501486378,-121.89513709900571,train
280,32.01691926483266,-121.86003860878249,train
281,39.57268027493654,-117.94205985486717,train
282,41.72783795473702,-116.79018167078212,train
283,33.73491849230925,-122.59031687862213,train
284,36.34569052211175,-120.77661396512299,train
285,33.85950402981669,-117.79010004362802,train
286,37.51966464466188,-120.00606716100918,train
287,38.15150291262611,-123.8727127037801,test
288,33.80787662814355,-115.1666938572051,train
289,35.58807962578538,-123.13927748573882,train
290,33.56182670063799,-120.88343314460926,train
291,38.353088123177805,-114.9082829881177,train
292,36.12317594922798,-114.0241178510034,train
293,34.663329531979244,-116.68550222233898,test
294,35.56489746752762,-121.43989827898211,train
295,34.49234903452845,-118.61473791789773,train
296,36.059297786359984,-121.09718920770995,test
297,39.72580531601337,-117.46229411002518,train
298,39.08179301426786,-121.28257338325653,test
299,33.5604145610469,-117.92347430446512,train
300,41.24999232353229,-123.16883452468971,train
301,34.08960957323516,-123.54100717208559,train
302,37.798533134786965,-114.67523556787086,train
303,40.558718700574765,-117.38923761164922,train
304,39.748429213213115,-119.04642367346302,val
305,40.44630231160242,-117.87804525098718,train
306,34.22126878276572,-115.04268688835396,test
307,38.62183692416478,-116.01341556089017,train
308,40.53386369475457,-119.69091904851865,test
309,32.0745758327184,-121.61650865261527,train
310,35.109040324472346,-121.29323487316776,train
311,39.00568517456103,-123.45156822669088,train
312,40.936148797657715,-115.04070343198795,train
313,36.961391698867814,-118.0447290391548,test
314,36.05009894180711,-123.25528324980651,train
315,32.78093223580709,-115.91285676308155,train
316,35.316652861830796,-115.74917822412604,train
317,32.16216648862455,-121.19960245130456,train
318,40.63272405532698,-114.90929112607851,train
319,35.576035208066834,-115.44352298878613,train
320,38.22671743466253,-116.29475685226357,train
321,36.40230296050067,-114.3251301352374,train
322,37.176860485531634,-122.28755133162684,train
323,39.01329772629538,-120.8980468478207,train
324,34.80586478248972,-115.81716535455558,train
325,34.55185109334746,-117.36894990035638,train
326,39.50857026414495,-116.20511930834793,train
327,38.20017452954891,-120.6517079779932,test
328,38.611755279957556,-119.14908240418073,train
329,40.37141492021783,-118.6162739962845,train
330,37.62527716931982,-120.43626482237595,train
331,34.64384188891737,-116.63237053230714,test
332,34.649967829783336,-117.17992928840273,train
333,37.52620513687711,-114.56224461923817,train
334,39.4067531286291,-123.88909645664836,train
335,32.444875581696614,-114.21262116391468,train
336,41.370093248741256,-123.74377524395885,train
337,36.67172663282119,-116.99892633758262,train
338,32.424880617191725,-115.14758695752319,train
339,41.56677261066061,-117.76195598223737,train
340,35.10747746040449,-117.1661705097302,train
341,33.30547019887569,-121.14895935530996,train
342,41.48073449672542,-118.3424152295699,test
343,39.22043023461477,-121.19792015773328,train
344,36.600121292573085,-114.12514584920822,train
345,35.95980322228726,-115.60065234823082,train
346,34.03071161441953,-115.43805720365908,train
347,40.096007763699355,-123.6435314320538,train
348,38.03292786878696,-118.12062862740879,train
349,39.95781714305548,-120.8462387928021,train
350,33.84612127124655,-118.96603399417218,train
351,36.431967523282594,-120.45182413066868,train
352,41.804717635978065,-123.92094453271191,train
353,39.22087211180918,-117.71966594699474,test
354,36.512232866459584,-119.9094549619369,train
355,36.76294511462221,-119.98492387942474,train
356,38.37235785734581,-115.27997020399921,train
357,35.709280242801384,-114.16849098416496,train
358,32.51156679268707,-120.89197417198919,train
359,34.17438447219775,-117.85164926302265,train
360,36.519853189986065,-115.99608951880941,train
361,36.98361520154376,-122.00357461754764,test
362,37.73211857102293,-120.28955289040775,train
363,35.11876052568665,-114.52722994123147,train
364,35.59510027566365,-115.31284514273585,test
365,34.41027404794953,-114.28092879462062,train
366,38.62755578016729,-120.9282414023301,test
367,33.18954853927389,-122.25807812997694,val
368,40.32855598374254,-115.55182317363716,train
369,40.12780768373147,-117.76162984717767,train
370,37.03244352543099,-115.67678155334725,test
371,32.57295905737363,-118.67231292019811,train
372,33.30235868237196,-119.2086530859285,train
373,36.19132409577375,-116.59965223763876,train
374,39.5942176982069,-116.92754580727397,train
375,40.63856376897863,-118.09120040240224,train
376,41.068278780790195,-120.33995839074464,test
377,40.70700608864892,-117.85055061952218,val
378,36.35727755378469,-114.84403922243055,train
379,32.32024007349688,-117.85760145960687,train
380,41.087560058152945,-114.19024542016508,train
381,39.507219783885446,-116.32674439151036,train
382,37.8348541762329,-115.50063730501125,train
383,35.61618135154018,-114.50988117838023,train
384,38.021740767210574,-114.12439047423433,test
385,40.86478520532578,-118.94570450536808,train
386,37.48531376394812,-122.6509106463768,train
387,40.12865438324424,-115.90759187268748,train
388,37.93988196800677,-119.24415419355253,test
389,33.190115108547566,-119.70844544386031,train
390,37.499306135322946,-116.64718148374067,train
391,41.5857930943149,-123.8317858556501,test
392,40.73978162891989,-123.48156766972541,train
393,38.66415510208417,-121.10377402317131,train
394,38.0255266279236,-117.35842818893227,train
395,34.60652620168114,-116.24808673396255,train
396,35.29985957576873,-119.81212785672722,train
397,33.90994732855154,-116.787771555557,train
398,37.33179703364398,-115.64519923393016,train
399,41.75984414961504,-120.95473540501531,train
400,37.913317729711245,-122.66940813111937,train
401,40.421653530637016,-122.40542364999341,train
402,38.664257628674015,-119.09778411795116,test
403,37.709168840547036,-123.62182313048515,train
404,39.79309202887214,-121.94922649943385,train
405,36.62307925915795,-123.5242296804176,val
406,35.809191610184165,-122.44761348474957,test
407,34.03254297563665,-122.79223906732102,test
408,41.33877334018922,-117.25373220300253,train
409,41.00678891761057,-122.99517318194654,test
410,32.884800119782994,-122.72692880986106,train
411,40.0771837544687,-121.97748740971453,train
412,41.12821512032187,-118.56288477505173,train
413,41.65930790041875,-123.0293105454008,test
414,41.09498284197035,-120.89938187265768,train
415,32.32918382557299,-118.5753948926065,train
416,37.43414625597693,-119.59122360122227,train
417,37.99272758375039,-119.29041737947456,train
418,41.85876091801164,-121.03644633481946,train
419,34.69842699723552,-123.99866181599457,train
420,33.92576728780639,-119.39485778201369,train
421,36.187995795646415,-117.81056701989276,train
422,33.607492662915966,-122.375475126646,train
423,35.6715973124615,-118.3261377409201,train
424,32.15075592003063,-120.9188685312316,train
425,35.138767108979906,-119.80943768959663,train
426,33.75694324214457,-120.46084364380374,train
427,37.348407556840286,-116.45209423703241,test
428,35.36338011156771,-121.59757625589904,test
429,32.282583794989584,-120.64689037611595,test
430,36.24971270308252,-123.31481808150407,train
431,39.14475318496663,-118.3981009477189,train
432,35.251506346479395,-117.9761006670917,test
433,41.26377492648012,-118.67980266068484,train
434,35.02734831661108,-116.80687564826698,train
435,35.57232816710508,-120.92497816428678,train
436,38.18285976820661,-119.30907207641101,train
437,36.06575131371901,-114.56531718473329,train
438,39.7492405627096,-121.87602641184564,train
439,40.46312510531928,-120.05229543906363,train
440,34.28020373420668,-119.14063099136474,train
441,38.26041340457055,-115.99962534406873,train
442,40.260177580548586,-117.9326953075375,train
443,40.38207929811681,-119.26980667956714,test
444,33.48775019229245,-123.81418140018688,train
445,37.55925518787142,-123.329606022788,test
446,40.46380328706197,-123.96526180871449,train
447,32.450552497753336,-120.91549689468343,train
448,36.72826548949318,-121.1736989579619,train
449,35.32748927039026,-116.97521125311029,train
450,38.7250953751261,-122.82235972377826,train
451,33.89032232080978,-114.43225426587787,train
452,35.36810545558709,-118.1537193128195,train
453,33.82825717935226,-117.995299398714,train
454,36.62070323191031,-115.61681756702791,train
455,39.89117147061812,-114.17987294214436,val
456,40.42467257135749,-117.10175422265559,train
457,39.15690725133841,-119.58646370341269,train
458,34.60226177460697,-123.20287903435165,train
459,32.29443353044319,-116.75999060092313,train
460,39.41992108217409,-114.0659194353149,train
461,38.196092923400926,-123.23594156721244,train
462,38.4273960944372,-120.69680335530617,train
463,40.72243793358374,-121.21294116138665,train
464,34.87421166457114,-123.10607692865223,train
465,36.0524133595474,-120.54901138582284,train
466,38.28948380133669,-118.47272947112901,train
467,40.75940795697422,-122.73173784949462,train
468,33.121348518046766,-121.81477984714236,train
469,32.892590887878924,-114.37616516057648,train
470,36.51259022420544,-121.95999914682388,test
471,39.3072285192344,-122.55517008985984,train
472,38.38125839140516,-120.76836670530885,train
473,39.45015352778068,-123.11215282441741,train
474,33.21894853453709,-119.88831656249151,train
475,34.838114448275235,-116.92187140391633,train
476,38.093674005930964,-114.74835889647578,train
477,38.34437854203779,-114.41520685700159,test
478,37.32099721899415,-114.91484425770714,train
479,39.60076832021295,-115.73656213800386,train
480,36.396648667194754,-114.84245889373643,train
481,39.79781313835478,-117.97061433017015,train
482,35.430581417965676,-114.9260510396209,val
483,38.05842142465276,-118.99897351337252,train
484,33.86586749138399,-120.3031392583191,train
485,40.17449985248635,-119.21250571796675,train
486,34.08570593296781,-122.56496380443085,train
487,40.12988260476525,-120.41657290679618,train
488,32.80196324755299,-123.10395984417143,train
489,38.2500614359883,-119.09660724474247,train
490,36.30681827027573,-121.13087755849544,train
491,39.36970625397731,-115.17726560484752,train
492,33.38749758696676,-118.27924807077122,test
493,32.962622342372924,-117.62120408954141,train
494,40.72549812063024,-117.84221318033823,train
495,33.718829564879144,-121.86261448039913,train
496,41.018005736391,-120.67777961905887,train
497,35.78215366069258,-121.78414911970161,test
498,33.33913397455874,-121.0415890597663,train
499,40.65126664348139,-116.07797640878711,train
500,40.74397437064606,-117.12316435211996,train
501,36.378759768513405,-115.24295026544429,train
502,37.05031028824827,-121.95967315997362,train
503,32.31923171766946,-114.8039213724393,train
504,32.238468831861155,-120.09604581063763,train
505,39.5098745981106,-122.63737037636963,train
506,37.04749443068616,-116.59143642099943,train
507,37.03187350447238,-119.79330159629127,test
508,37.419041254201446,-122.67749538136127,train
509,37.67592731900077,-114.31003111840405,train
510,39.58607186741041,-118.19035210938912,train
511,32.26989765414302,-116.25266997250083,train
512,32.51844095537075,-119.42917745401337,train
513,38.67803412898542,-115.11555065363407,train
514,38.66115270213862,-115.60145276711664,train
515,35.81909556168343,-115.39228792717591,train
516,37.60745758213002,-117.05026446087761,train
517,34.47888877720484,-116.625841453768,train
518,41.81249445608807,-118.21400537988366,train
519,34.79749229269722,-123.69877695047937,test
520,36.9310751664,-122.11409579480095,train
521,38.61560322018995,-119.84584555683898,train
522,37.57612968111666,-122.48303186814131,train
523,38.89226176008134,-119.75781208052497,train
524,35.79768054747133,-123.94670517808161,train
525,34.685751158505475,-119.70064156567541,train
526,34.79555469906393,-121.57408915958278,test
527,36.95334419642466,-116.4071133997496,test
528,35.55537117357442,-114.79089216070497,test
529,40.53812265253365,-121.45377963546795,train
530,37.29229323533036,-115.25099662732538,train
531,35.51335750854232,-114.91011869646917,train
532,35.34613223701601,-117.03147801100002,train
533,39.608044284496785,-119.08346624317123,train
534,40.90285597037032,-118.34200868700594,train
535,37.53153443623444,-120.68438517163533,test
536,35.21851143127528,-118.05997429353663,train
537,34.931263845009525,-119.22304492188445,train
538,33.48531235025233,-118.9664803680451,test
539,40.235257299081994,-118.88129256034935,train
540,34.217286514042655,-116.3274773461274,train
541,33.313071778812834,-121.33499144076947,train
542,32.598833874254495,-115.53420343848457,train
543,35.14301042420661,-116.83627570242221,train
544,36.167560739196325,-118.85591368352787,train
545,36.06755488189202,-122.181075501152,train
546,39.90993983752243,-116.31221628419576,train
547,41.68311664020207,-122.65729370536376,train
548,33.43895768555067,-117.14063416655115,test
549,34.94759096501824,-123.2768255150324,train
550,36.75398156753242,-123.63466706059224,train
551,32.06036808117568,-114.70383084503412,train
552,37.097690654863214,-117.09417589683424,train
553,34.08443569786205,-118.3287881835702,train
554,32.598963321547636,-123.90685958443284,train
555,35.41378805186773,-123.22776258795734,train
556,41.64380349055509,-122.90762261350527,val
557,32.12518704051519,-116.40629158518458,train
558,39.924119134948796,-123.60557696760239,train
559,32.454192389095695,-114.88803365667968,val
560,39.59839992881504,-114.91430195188396,train
561,38.68888707345774,-120.33491876271401,train
562,34.31188059975899,-123.50952376267803,test
563,39.22869712175797,-116.8033142761745,train
564,37.2259613965222,-120.9290996216856,train
565,38.220159719017836,-119.57699293345024,train
566,34.89206512475554,-120.65858091165629,train
567,32.572742876482465,-119.29432186912993,train
568,33.457892072940076,-115.2567200174451,train
569,41.61273956827403,-117.47327675757327,train
570,37.13532088343008,-118.00608182258382,test
571,32.56779240048503,-121.54684407598228,train
572,33.634905279476385,-114.88792363851363,test
573,35.016364154108416,-115.69526183828268,train
574,34.397807658862476,-121.94190829583907,train
575,40.061071828140946,-122.1625944046413,train
576,33.52272491033426,-114.71087074632965,train
577,34.28213927098841,-121.0878771172492,train
578,38.568027074602746,-120.29438929729099,train
579,41.44195006926093,-118.31038508791492,train
580,37.62891915841466,-120.17239373241982,test
581,41.75451931676531,-114.21743650838673,train
582,37.02964235791116,-122.1320017917511,train
583,33.121247972133304,-119.80019002400968,train
584,32.88263998081951,-114.73236670644857,train
585,36.506507288824984,-121.93697288783154,train
586,41.712513150579426,-121.90079469228561,train
587,39.36371968916086,-123.12343413843016,val
588,40.329223738915566,-117.35163306069897,train
589,38.75415053315315,-121.32588895078159,test
590,33.61866354666138,-122.71076138973092,train
591,40.75141784505297,-115.81407603419045,train
592,32.678762013920014,-115.42932640498464,train
593,37.70581012592871,-115.46347909560902,train
594,35.9617704973613,-120.21750106724882,train
595,40.51357995633723,-116.18104837112324,train
596,41.53687722495599,-120.45100059110865,train
597,32.211484786455635,-117.08196382796734,test
598,33.88946564635711,-115.57521988637458,train
599,38.89020689980011,-114.38590016045679,train
600,34.46775075540728,-117.70673519158865,train
601,39.61719091990932,-123.964415700466,train
602,40.182252138524476,-121.4905227423718,train
603,37.1921751873143,-118.58473932653389,train
604,35.630216303553176,-120.0221953156035,train
605,38.08006922891136,-122.73785641971955,train
606,37.17005227627394,-121.23991204468659,train
607,37.420712248416926,-120.5689752912834,train
608,37.85452086446609,-122.05827996094992,train
609,35.153182033395446,-120.59703669416882,train
610,39.64341087330716,-122.95694073820277,train
611,37.4153467269381,-119.37793934285996,train
612,41.28626013885855,-121.64013070764571,train
613,40.27669427188486,-114.54431354656884,train
614,39.38635812324133,-122.53973647643535,train
615,36.241763776231736,-116.4426684889431,train
616,40.2856981911431,-114.44367920027756,train
617,32.692157741163534,-114.80651133384694,train
618,35.41344368494884,-122.60506642436884,train
619,39.039093743762855,-122.91995605401071,train
620,38.91292934199755,-119.92610510863372,train
621,36.453504797666,-123.4434204182542,train
622,39.11058432086192,-115.61582099096466,train
623,40.52500819915784,-119.9091797495173,train
624,32.901367094467076,-120.17943001007035,train
625,34.68298692960059,-122.3893811748561,train
626,33.111425708429685,-114.37144828339318,train
627,35.431856498914144,-116.89902047487246,train
628,37.154548814007164,-118.08999175965272,train
629,36.55777698700048,-114.16451837868057,train
630,39.85885871236925,-115.59482769504788,train
631,34.11102612103928,-122.82187961694876,test
632,38.445352358670036,-122.86516083162617,test
633,38.27268165462573,-120.66283380991999,train
634,41.48900550099384,-120.97886509936086,train
635,34.12029688107921,-123.4423517518622,train
636,35.4711832249791,-119.97677712313438,train
637,35.453800728845614,-115.15840501283631,train
638,34.296656501138656,-114.009957532051,train
639,40.6970780999374,-119.2976099314526,train
640,34.12155515997604,-117.57908395534952,test
641,39.16793804821114,-120.95077999263589,test
642,41.58502013249243,-114.26275184420888,val
643,36.45243575132515,-121.36638827586647,train
644,34.55295558992737,-120.77203929095617,test
645,36.449535142671586,-120.21320115692808,test
646,37.95556209567833,-121.13931143460366,train
647,39.8136286428195,-121.62481403962906,train
648,36.27855535757737,-121.97160105584105,train
649,35.36633282842593,-117.31688010560254,train
650,35.39728238034479,-114.94644371978167,test
651,36.907589942740465,-121.84781533217321,train
652,40.22644342956336,-118.64398555623733,train
653,35.3119741742326,-116.5942475094242,train
654,39.62295024716401,-123.41352925705438,test
655,32.02232344823067,-116.00931418986875,train
656,38.916576908807485,-122.79309570981303,train
657,37.1622592316713,-116.56178573160734,train
658,37.26810215301477,-118.54565994112978,val
659,34.94915775037293,-120.5104045907431,test
660,38.514197391220335,-117.34311653124152,test
661,39.55417076136278,-116.5648779965688,train
662,34.54764053577142,-116.38965658557018,test
663,32.18845969510425,-116.61528305647332,train
664,34.4315952271133,-115.24616090485559,train
665,39.62151586847804,-120.69311827629646,train
